episode,cop_reward,thief_reward,captured,epsilon
10834,20.28,-18.14,1,0.05
10835,20.28,-17.54,1,0.05
10836,20.32,-18.95,1,0.05
10837,20.32,-19.26,1,0.05
10838,20.7,-15.74,1,0.05
10839,20.34,-17.15,1,0.05
10840,20.18,-19.0,1,0.05
10841,20.26,-18.59,1,0.05
10842,20.76,-15.49,1,0.05
10843,20.28,-18.05,1,0.05
10844,20.46,-17.06,1,0.05
10845,20.28,-18.14,1,0.05
10846,20.94,-13.459999999999999,1,0.05
10847,20.56,-15.66,1,0.05
10848,20.86,-14.21,1,0.05
10849,20.36,-17.4,1,0.05
10850,20.44,-15.17,1,0.05
10851,20.18,-19.08,1,0.05
10852,20.92,-15.52,1,0.05
10853,20.28,-18.14,1,0.05
10854,20.26,-18.35,1,0.05
10855,20.28,-18.23,1,0.05
10856,20.28,-18.22,1,0.05
10857,20.92,-14.01,1,0.05
10858,20.46,-17.46,1,0.05
10859,20.28,-18.14,1,0.05
10860,20.98,-15.309999999999999,1,0.05
10861,20.34,-18.41,1,0.05
10862,20.66,-16.84,1,0.05
10863,20.34,-18.77,1,0.05
10864,20.42,-17.81,1,0.05
10865,20.34,-18.27,1,0.05
10866,20.76,-15.73,1,0.05
10867,20.36,-17.39,1,0.05
10868,20.46,-17.13,1,0.05
10869,20.15,-17.11,1,0.05
10870,21.5,-15.77,1,0.05
10871,20.76,-16.31,1,0.05
10872,20.92,-17.3,1,0.05
10873,21.66,-12.21,1,0.05
10874,20.16,-19.18,1,0.05
10875,20.44,-17.22,1,0.05
10876,20.36,-17.47,1,0.05
10877,20.18,-19.09,1,0.05
10878,20.6,-15.75,1,0.05
10879,20.1,-18.5,1,0.05
10880,20.56,-17.11,1,0.05
10881,20.6,-16.41,1,0.05
10882,20.01,-18.18,1,0.05
10883,20.48,-16.07,1,0.05
10884,20.42,-16.52,1,0.05
10885,20.2,-17.29,1,0.05
10886,20.42,-18.44,1,0.05
10887,20.66,-17.08,1,0.05
10888,20.44,-15.66,1,0.05
10889,20.24,-15.89,1,0.05
10890,20.5,-17.63,1,0.05
10891,20.13,-17.39,1,0.05
10892,20.5,-16.41,1,0.05
10893,20.44,-17.22,1,0.05
10894,20.6,-16.32,1,0.05
10895,20.2,-16.15,1,0.05
10896,20.36,-17.34,1,0.05
10897,20.18,-17.73,1,0.05
10898,20.18,-19.09,1,0.05
10899,20.18,-18.66,1,0.05
10900,20.26,-18.76,1,0.05
10901,20.36,-17.990000000000002,1,0.05
10902,20.36,-17.72,1,0.05
10903,20.34,-17.88,1,0.05
10904,20.58,-17.14,1,0.05
10905,20.36,-17.63,1,0.05
10906,20.66,-16.52,1,0.05
10907,20.18,-17.72,1,0.05
10908,20.52,-16.45,1,0.05
10909,20.18,-19.34,1,0.05
10910,20.28,-17.64,1,0.05
10911,20.46,-16.53,1,0.05
10912,20.16,-19.09,1,0.05
10913,20.32,-18.18,1,0.05
10914,20.34,-18.52,1,0.05
10915,20.28,-16.09,1,0.05
10916,20.46,-16.52,1,0.05
10917,20.38,-16.939999999999998,1,0.05
10918,21.52,-15.629999999999999,1,0.05
10919,20.4,-15.8,1,0.05
10920,20.38,-17.03,1,0.05
10921,20.36,-17.73,1,0.05
10922,20.68,-16.72,1,0.05
10923,20.18,-18.51,1,0.05
10924,20.38,-16.93,1,0.05
10925,20.86,-15.05,1,0.05
10926,20.46,-16.89,1,0.05
10927,20.46,-15.399999999999999,1,0.05
10928,20.36,-18.01,1,0.05
10929,20.18,-19.09,1,0.05
10930,20.44,-17.59,1,0.05
10931,20.48,-15.57,1,0.05
10932,20.66,-15.67,1,0.05
10933,20.66,-16.69,1,0.05
10934,20.56,-15.149999999999999,1,0.05
10935,20.18,-19.09,1,0.05
10936,20.36,-17.65,1,0.05
10937,20.52,-16.19,1,0.05
10938,20.28,-18.22,1,0.05
10939,20.52,-15.92,1,0.05
10940,20.36,-17.56,1,0.05
10941,21.18,-11.489999999999998,1,0.05
10942,20.2,-16.47,1,0.05
10943,20.54,-14.54,1,0.05
10944,19.54,-13.98,1,0.05
10945,20.36,-15.629999999999999,1,0.05
10946,20.18,-17.73,1,0.05
10947,21.08,-14.66,1,0.05
10948,20.28,-18.14,1,0.05
10949,20.8,-13.84,1,0.05
10950,20.52,-16.73,1,0.05
10951,20.26,-18.18,1,0.05
10952,20.76,-15.92,1,0.05
10953,20.6,-15.86,1,0.05
10954,21.34,-16.8,1,0.05
10955,21.06,-14.399999999999999,1,0.05
10956,20.46,-16.35,1,0.05
10957,20.26,-18.17,1,0.05
10958,20.62,-15.03,1,0.05
10959,20.63,-14.48,1,0.05
10960,20.18,-19.09,1,0.05
10961,20.54,-15.68,1,0.05
10962,20.44,-16.21,1,0.05
10963,21.009999999999998,-16.7,1,0.05
10964,21.14,-15.07,1,0.05
10965,20.68,-15.67,1,0.05
10966,20.28,-18.06,1,0.05
10967,21.12,-9.65,1,0.05
10968,21.18,-13.379999999999999,1,0.05
10969,19.94,-14.65,1,0.05
10970,20.52,-16.87,1,0.05
10971,20.66,-16.96,1,0.05
10972,20.38,-16.93,1,0.05
10973,20.24,-18.68,1,0.05
10974,20.93,-13.189999999999998,1,0.05
10975,20.28,-15.66,1,0.05
10976,20.16,-18.76,1,0.05
10977,20.36,-16.73,1,0.05
10978,20.16,-19.31,1,0.05
10979,20.05,-17.97,1,0.05
10980,20.38,-17.03,1,0.05
10981,20.28,-18.51,1,0.05
10982,20.98,-15.719999999999999,1,0.05
10983,20.2,-17.23,1,0.05
10984,20.02,-16.9,1,0.05
10985,20.68,-16.39,1,0.05
10986,21.1,-14.41,1,0.05
10987,20.52,-14.95,1,0.05
10988,20.34,-18.62,1,0.05
10989,20.36,-17.72,1,0.05
10990,20.28,-18.14,1,0.05
10991,20.54,-14.7,1,0.05
10992,20.3,-16.86,1,0.05
10993,20.36,-17.73,1,0.05
10994,20.28,-17.22,1,0.05
10995,20.68,-15.55,1,0.05
10996,20.36,-17.72,1,0.05
10997,20.28,-18.06,1,0.05
10998,20.36,-18.18,1,0.05
10999,20.22,-16.52,1,0.05
11000,20.34,-18.18,1,0.05
11001,20.52,-17.18,1,0.05
11002,20.54,-14.5,1,0.05
11003,20.28,-17.47,1,0.05
11004,20.76,-14.82,1,0.05
11005,20.5,-17.8,1,0.05
11006,20.18,-19.09,1,0.05
11007,20.26,-18.59,1,0.05
11008,20.28,-16.98,1,0.05
11009,20.38,-13.719999999999999,1,0.05
11010,20.51,-16.91,1,0.05
11011,20.46,-16.13,1,0.05
11012,20.44,-17.77,1,0.05
11013,19.64,-14.190000000000001,1,0.05
11014,20.42,-17.02,1,0.05
11015,20.64,-14.67,1,0.05
11016,20.28,-18.14,1,0.05
11017,21.24,-12.509999999999998,1,0.05
11018,21.04,-8.13,1,0.05
11019,20.08,-19.17,1,0.05
11020,20.22,-15.07,1,0.05
11021,21.38,-14.41,1,0.05
11022,20.36,-17.04,1,0.05
11023,20.28,-18.22,1,0.05
11024,20.76,-16.08,1,0.05
11025,20.36,-17.64,1,0.05
11026,20.36,-17.73,1,0.05
11027,20.18,-18.48,1,0.05
11028,20.64,-14.39,1,0.05
11029,21.42,-16.58,1,0.05
11030,20.28,-18.14,1,0.05
11031,20.18,-19.09,1,0.05
11032,20.38,-17.03,1,0.05
11033,20.3,-15.82,1,0.05
11034,20.42,-17.08,1,0.05
11035,20.46,-17.29,1,0.05
11036,20.14,-13.44,1,0.05
11037,20.18,-16.85,1,0.05
11038,20.28,-18.14,1,0.05
11039,20.52,-16.73,1,0.05
11040,20.6,-16.32,1,0.05
11041,20.66,-14.04,1,0.05
11042,20.5,-17.95,1,0.05
11043,20.28,-18.06,1,0.05
11044,20.92,-15.26,1,0.05
11045,20.28,-18.05,1,0.05
11046,20.52,-16.73,1,0.05
11047,20.76,-16.009999999999998,1,0.05
11048,21.0,-14.399999999999999,1,0.05
11049,20.38,-17.11,1,0.05
11050,20.52,-16.45,1,0.05
11051,20.6,-16.37,1,0.05
11052,20.66,-16.54,1,0.05
11053,20.36,-17.73,1,0.05
11054,20.38,-17.19,1,0.05
11055,20.18,-19.09,1,0.05
11056,20.3,-16.35,1,0.05
11057,20.16,-13.989999999999998,1,0.05
11058,20.32,-18.63,1,0.05
11059,20.28,-17.45,1,0.05
11060,20.49,-10.83,1,0.05
11061,20.28,-18.05,1,0.05
11062,20.44,-16.63,1,0.05
11063,20.8,-13.41,1,0.05
11064,20.76,-15.93,1,0.05
11065,20.94,-12.989999999999998,1,0.05
11066,20.52,-16.66,1,0.05
11067,20.42,-18.22,1,0.05
11068,20.26,-19.26,1,0.05
11069,20.2,-17.56,1,0.05
11070,20.36,-17.04,1,0.05
11071,20.98,-12.989999999999998,1,0.05
11072,19.89,-14.879999999999999,1,0.05
11073,20.54,-16.19,1,0.05
11074,20.44,-15.81,1,0.05
11075,19.88,-15.07,1,0.05
11076,20.96,-12.35,1,0.05
11077,20.92,-15.26,1,0.05
11078,20.52,-16.89,1,0.05
11079,20.38,-16.939999999999998,1,0.05
11080,20.52,-16.740000000000002,1,0.05
11081,20.48,-17.22,1,0.05
11082,20.11,-13.83,1,0.05
11083,20.85,-14.009999999999998,1,0.05
11084,20.28,-18.14,1,0.05
11085,20.28,-18.14,1,0.05
11086,20.28,-18.14,1,0.05
11087,21.0,-14.8,1,0.05
11088,20.5,-16.94,1,0.05
11089,20.6,-17.25,1,0.05
11090,20.2,-16.23,1,0.05
11091,20.3,-16.439999999999998,1,0.05
11092,20.46,-16.61,1,0.05
11093,20.28,-17.88,1,0.05
11094,21.259999999999998,-16.009999999999998,1,0.05
11095,20.57,-13.32,1,0.05
11096,20.52,-16.05,1,0.05
11097,19.88,-12.530000000000001,1,0.05
11098,20.24,-18.19,1,0.05
11099,20.52,-15.96,1,0.05
11100,20.2,-16.45,1,0.05
11101,20.44,-17.31,1,0.05
11102,20.92,-15.059999999999999,1,0.05
11103,19.96,-15.98,1,0.05
11104,20.44,-17.15,1,0.05
11105,20.46,-16.18,1,0.05
11106,20.02,-15.850000000000001,1,0.05
11107,20.44,-17.14,1,0.05
11108,20.38,-14.37,1,0.05
11109,20.08,-19.68,1,0.05
11110,20.52,-16.15,1,0.05
11111,20.52,-15.41,1,0.05
11112,20.66,-14.55,1,0.05
11113,20.64,-14.01,1,0.05
11114,20.26,-18.58,1,0.05
11115,20.36,-17.96,1,0.05
11116,20.59,-14.98,1,0.05
11117,20.6,-16.240000000000002,1,0.05
11118,20.18,-19.09,1,0.05
11119,20.6,-15.32,1,0.05
11120,20.68,-16.39,1,0.05
11121,20.16,-18.47,1,0.05
11122,19.8,-16.56,1,0.05
11123,20.44,-17.14,1,0.05
11124,20.52,-16.45,1,0.05
11125,20.36,-17.39,1,0.05
11126,20.1,-13.530000000000001,1,0.05
11127,20.52,-16.810000000000002,1,0.05
11128,19.74,-13.11,1,0.05
11129,20.58,-16.94,1,0.05
11130,20.2,-16.43,1,0.05
11131,20.58,-17.11,1,0.05
11132,20.38,-16.62,1,0.05
11133,21.06,-10.510000000000002,1,0.05
11134,20.4,-12.27,1,0.05
11135,20.26,-18.91,1,0.05
11136,20.34,-17.94,1,0.05
11137,20.42,-16.39,1,0.05
11138,20.28,-18.23,1,0.05
11139,20.44,-15.690000000000001,1,0.05
11140,20.74,-13.079999999999998,1,0.05
11141,20.48,-15.39,1,0.05
11142,21.24,-16.45,1,0.05
11143,20.26,-18.67,1,0.05
11144,20.34,-18.17,1,0.05
11145,20.42,-18.17,1,0.05
11146,20.5,-17.36,1,0.05
11147,20.38,-16.2,1,0.05
11148,20.9,-16.04,1,0.05
11149,20.5,-16.08,1,0.05
11150,20.54,-14.88,1,0.05
11151,20.6,-16.31,1,0.05
11152,20.98,-15.18,1,0.05
11153,-34.28,45.54,0,0.05
11154,20.18,-19.09,1,0.05
11155,20.66,-17.259999999999998,1,0.05
11156,20.72,-14.419999999999998,1,0.05
11157,20.12,-15.120000000000001,1,0.05
11158,20.84,-15.15,1,0.05
11159,20.18,-19.08,1,0.05
11160,20.6,-16.5,1,0.05
11161,20.36,-18.24,1,0.05
11162,20.18,-19.09,1,0.05
11163,20.34,-18.27,1,0.05
11164,20.4,-17.95,1,0.05
11165,21.78,-13.68,1,0.05
11166,20.26,-13.809999999999999,1,0.05
11167,20.52,-16.45,1,0.05
11168,21.12,-14.25,1,0.05
11169,20.84,-13.02,1,0.05
11170,20.44,-17.23,1,0.05
11171,20.36,-18.01,1,0.05
11172,20.28,-17.55,1,0.05
11173,20.28,-18.14,1,0.05
11174,20.38,-16.61,1,0.05
11175,20.68,-14.82,1,0.05
11176,20.46,-15.58,1,0.05
11177,20.08,-19.59,1,0.05
11178,20.28,-18.13,1,0.05
11179,21.3,-15.309999999999999,1,0.05
11180,20.28,-18.14,1,0.05
11181,20.36,-17.73,1,0.05
11182,20.34,-19.53,1,0.05
11183,20.32,-18.36,1,0.05
11184,20.28,-17.06,1,0.05
11185,20.18,-19.18,1,0.05
11186,20.28,-18.14,1,0.05
11187,20.68,-16.14,1,0.05
11188,20.12,-15.58,1,0.05
11189,20.4,-15.99,1,0.05
11190,20.44,-16.15,1,0.05
11191,20.36,-17.23,1,0.05
11192,20.42,-17.77,1,0.05
11193,20.14,-15.44,1,0.05
11194,20.38,-17.03,1,0.05
11195,20.44,-17.45,1,0.05
11196,20.28,-17.64,1,0.05
11197,20.58,-16.88,1,0.05
11198,20.42,-17.84,1,0.05
11199,20.5,-14.91,1,0.05
11200,20.16,-19.09,1,0.05
11201,20.58,-12.91,1,0.05
11202,19.98,-18.25,1,0.05
11203,20.4,-16.68,1,0.05
11204,20.28,-18.14,1,0.05
11205,20.84,-15.4,1,0.05
11206,20.7,-15.74,1,0.05
11207,22.08,-12.67,1,0.05
11208,20.22,-13.65,1,0.05
11209,20.28,-18.14,1,0.05
11210,20.44,-18.26,1,0.05
11211,20.5,-17.8,1,0.05
11212,20.68,-14.059999999999999,1,0.05
11213,20.42,-12.86,1,0.05
11214,20.36,-17.82,1,0.05
11215,21.22,-15.42,1,0.05
11216,20.48,-17.07,1,0.05
11217,20.32,-14.6,1,0.05
11218,20.13,-17.23,1,0.05
11219,20.9,-15.14,1,0.05
11220,20.36,-18.18,1,0.05
11221,20.76,-16.11,1,0.05
11222,20.18,-19.21,1,0.05
11223,20.16,-19.09,1,0.05
11224,20.4,-17.48,1,0.05
11225,20.34,-17.76,1,0.05
11226,20.7,-15.81,1,0.05
11227,20.44,-13.91,1,0.05
11228,20.52,-16.18,1,0.05
11229,20.28,-18.14,1,0.05
11230,20.28,-18.06,1,0.05
11231,20.44,-17.21,1,0.05
11232,20.18,-19.54,1,0.05
11233,20.15,-16.939999999999998,1,0.05
11234,20.26,-16.92,1,0.05
11235,19.9,-11.58,1,0.05
11236,20.28,-18.06,1,0.05
11237,20.66,-15.86,1,0.05
11238,20.18,-19.08,1,0.05
11239,20.28,-18.14,1,0.05
11240,21.580000000000002,-13.23,1,0.05
11241,20.3,-16.18,1,0.05
11242,20.68,-14.5,1,0.05
11243,20.92,-13.66,1,0.05
11244,20.54,-16.11,1,0.05
11245,20.18,-19.09,1,0.05
11246,20.28,-16.6,1,0.05
11247,20.18,-19.09,1,0.05
11248,20.16,-18.93,1,0.05
11249,19.98,-15.35,1,0.05
11250,20.32,-14.5,1,0.05
11251,20.28,-18.06,1,0.05
11252,20.18,-19.18,1,0.05
11253,20.52,-17.92,1,0.05
11254,20.36,-17.73,1,0.05
11255,20.44,-16.759999999999998,1,0.05
11256,20.38,-17.02,1,0.05
11257,20.48,-16.25,1,0.05
11258,19.76,-11.14,1,0.05
11259,20.46,-16.52,1,0.05
11260,20.21,-16.810000000000002,1,0.05
11261,20.54,-16.12,1,0.05
11262,20.52,-15.969999999999999,1,0.05
11263,20.26,-17.4,1,0.05
11264,20.48,-13.620000000000001,1,0.05
11265,20.38,-17.11,1,0.05
11266,20.38,-12.559999999999999,1,0.05
11267,19.9,-14.07,1,0.05
11268,20.6,-16.32,1,0.05
11269,20.34,-18.27,1,0.05
11270,20.4,-15.149999999999999,1,0.05
11271,20.42,-17.77,1,0.05
11272,20.14,-15.61,1,0.05
11273,20.44,-16.84,1,0.05
11274,20.68,-11.99,1,0.05
11275,20.38,-16.61,1,0.05
11276,20.24,-18.09,1,0.05
11277,20.72,-14.239999999999998,1,0.05
11278,20.52,-16.82,1,0.05
11279,20.18,-18.76,1,0.05
11280,20.18,-19.18,1,0.05
11281,20.26,-19.13,1,0.05
11282,20.28,-18.14,1,0.05
11283,20.44,-17.14,1,0.05
11284,21.1,-13.82,1,0.05
11285,20.68,-15.350000000000001,1,0.05
11286,19.7,-14.2,1,0.05
11287,20.08,-19.59,1,0.05
11288,20.36,-16.240000000000002,1,0.05
11289,20.28,-18.14,1,0.05
11290,20.64,-13.71,1,0.05
11291,20.26,-18.67,1,0.05
11292,20.58,-17.83,1,0.05
11293,20.38,-16.93,1,0.05
11294,20.36,-16.240000000000002,1,0.05
11295,20.28,-18.14,1,0.05
11296,20.66,-16.52,1,0.05
11297,21.26,-15.49,1,0.05
11298,20.16,-19.32,1,0.05
11299,20.42,-17.86,1,0.05
11300,20.26,-18.59,1,0.05
11301,20.74,-13.620000000000001,1,0.05
11302,20.28,-16.22,1,0.05
11303,20.76,-16.14,1,0.05
11304,20.36,-16.9,1,0.05
11305,20.9,-12.39,1,0.05
11306,20.58,-16.93,1,0.05
11307,20.44,-17.14,1,0.05
11308,19.72,-13.41,1,0.05
11309,20.84,-15.629999999999999,1,0.05
11310,20.28,-17.8,1,0.05
11311,20.84,-12.28,1,0.05
11312,20.44,-17.32,1,0.05
11313,20.28,-17.15,1,0.05
11314,21.38,-15.07,1,0.05
11315,20.46,-17.259999999999998,1,0.05
11316,21.14,-17.73,1,0.05
11317,20.36,-18.66,1,0.05
11318,20.28,-14.74,1,0.05
11319,20.34,-18.43,1,0.05
11320,20.76,-9.51,1,0.05
11321,20.44,-16.84,1,0.05
11322,20.48,-14.74,1,0.05
11323,20.44,-17.59,1,0.05
11324,20.6,-16.09,1,0.05
11325,20.08,-19.59,1,0.05
11326,20.64,-15.24,1,0.05
11327,21.08,-14.59,1,0.05
11328,20.1,-16.39,1,0.05
11329,20.34,-17.04,1,0.05
11330,20.66,-14.549999999999999,1,0.05
11331,20.44,-15.36,1,0.05
11332,20.7,-15.350000000000001,1,0.05
11333,20.68,-16.02,1,0.05
11334,20.62,-15.7,1,0.05
11335,21.06,-18.35,1,0.05
11336,20.16,-18.76,1,0.05
11337,20.42,-17.77,1,0.05
11338,20.44,-15.690000000000001,1,0.05
11339,20.6,-16.41,1,0.05
11340,20.3,-15.9,1,0.05
11341,20.18,-18.23,1,0.05
11342,20.16,-18.68,1,0.05
11343,20.28,-15.24,1,0.05
11344,21.28,-16.68,1,0.05
11345,20.28,-18.14,1,0.05
11346,20.28,-17.88,1,0.05
11347,20.44,-16.34,1,0.05
11348,20.92,-14.969999999999999,1,0.05
11349,20.38,-16.61,1,0.05
11350,20.08,-19.5,1,0.05
11351,20.27,-16.93,1,0.05
11352,20.6,-16.03,1,0.05
11353,20.18,-19.34,1,0.05
11354,20.36,-18.490000000000002,1,0.05
11355,21.26,-17.310000000000002,1,0.05
11356,20.36,-17.64,1,0.05
11357,21.330000000000002,-11.580000000000002,1,0.05
11358,20.6,-16.72,1,0.05
11359,20.28,-18.05,1,0.05
11360,19.88,-15.23,1,0.05
11361,20.61,-14.99,1,0.05
11362,20.66,-16.65,1,0.05
11363,20.18,-16.27,1,0.05
11364,20.5,-17.8,1,0.05
11365,20.66,-17.35,1,0.05
11366,20.58,-16.25,1,0.05
11367,20.42,-17.39,1,0.05
11368,20.44,-17.06,1,0.05
11369,20.82,-13.61,1,0.05
11370,19.98,-15.27,1,0.05
11371,21.08,-13.98,1,0.05
11372,20.36,-10.7,1,0.05
11373,20.64,-14.649999999999999,1,0.05
11374,20.44,-15.95,1,0.05
11375,20.34,-18.89,1,0.05
11376,20.52,-16.85,1,0.05
11377,20.28,-16.74,1,0.05
11378,20.36,-17.47,1,0.05
11379,20.6,-16.55,1,0.05
11380,20.48,-15.24,1,0.05
11381,20.36,-17.73,1,0.05
11382,20.84,-14.42,1,0.05
11383,20.68,-13.89,1,0.05
11384,20.18,-19.09,1,0.05
11385,21.82,-12.69,1,0.05
11386,21.0,-14.44,1,0.05
11387,20.36,-17.73,1,0.05
11388,20.84,-14.129999999999999,1,0.05
11389,20.28,-18.14,1,0.05
11390,20.02,-17.31,1,0.05
11391,20.26,-18.93,1,0.05
11392,20.54,-16.88,1,0.05
11393,20.4,-15.33,1,0.05
11394,20.26,-18.99,1,0.05
11395,20.26,-19.29,1,0.05
11396,20.46,-16.61,1,0.05
11397,20.66,-14.8,1,0.05
11398,20.12,-16.93,1,0.05
11399,20.84,-14.62,1,0.05
11400,20.5,-15.81,1,0.05
11401,20.52,-15.75,1,0.05
11402,20.68,-13.34,1,0.05
11403,20.6,-17.21,1,0.05
11404,20.36,-17.48,1,0.05
11405,20.38,-17.03,1,0.05
11406,20.36,-17.64,1,0.05
11407,20.28,-17.96,1,0.05
11408,20.66,-13.83,1,0.05
11409,20.44,-17.14,1,0.05
11410,20.38,-16.52,1,0.05
11411,20.34,-16.48,1,0.05
11412,20.44,-17.4,1,0.05
11413,20.98,-18.83,1,0.05
11414,20.44,-17.63,1,0.05
11415,21.14,-18.2,1,0.05
11416,20.18,-17.4,1,0.05
11417,19.78,-16.81,1,0.05
11418,20.28,-17.07,1,0.05
11419,20.86,-15.969999999999999,1,0.05
11420,20.36,-17.1,1,0.05
11421,19.88,-16.14,1,0.05
11422,20.28,-18.13,1,0.05
11423,20.6,-15.690000000000001,1,0.05
11424,20.38,-17.03,1,0.05
11425,21.08,-18.67,1,0.05
11426,20.36,-17.73,1,0.05
11427,20.6,-16.8,1,0.05
11428,20.46,-16.52,1,0.05
11429,19.86,-16.72,1,0.05
11430,20.36,-17.63,1,0.05
11431,20.92,-15.26,1,0.05
11432,20.6,-15.030000000000001,1,0.05
11433,20.52,-16.740000000000002,1,0.05
11434,20.38,-15.77,1,0.05
11435,20.9,-13.17,1,0.05
11436,20.28,-18.14,1,0.05
11437,20.38,-17.02,1,0.05
11438,20.19,-16.36,1,0.05
11439,20.36,-14.8,1,0.05
11440,20.38,-17.02,1,0.05
11441,19.86,-14.15,1,0.05
11442,20.18,-15.07,1,0.05
11443,20.04,-15.41,1,0.05
11444,20.38,-17.2,1,0.05
11445,20.66,-16.82,1,0.05
11446,20.24,-18.68,1,0.05
11447,20.42,-17.63,1,0.05
11448,20.18,-19.09,1,0.05
11449,20.78,-14.780000000000001,1,0.05
11450,20.34,-18.3,1,0.05
11451,20.08,-18.35,1,0.05
11452,20.76,-15.29,1,0.05
11453,20.68,-15.93,1,0.05
11454,21.4,-14.32,1,0.05
11455,20.08,-19.08,1,0.05
11456,20.68,-13.43,1,0.05
11457,20.18,-18.66,1,0.05
11458,20.66,-13.370000000000001,1,0.05
11459,20.18,-19.18,1,0.05
11460,20.28,-18.14,1,0.05
11461,20.76,-15.86,1,0.05
11462,20.46,-16.04,1,0.05
11463,20.52,-16.36,1,0.05
11464,20.76,-15.8,1,0.05
11465,20.52,-17.41,1,0.05
11466,20.76,-13.209999999999999,1,0.05
11467,20.1,-18.75,1,0.05
11468,20.52,-16.740000000000002,1,0.05
11469,20.08,-19.17,1,0.05
11470,20.26,-17.490000000000002,1,0.05
11471,20.68,-15.780000000000001,1,0.05
11472,20.36,-17.31,1,0.05
11473,20.66,-15.61,1,0.05
11474,20.38,-17.03,1,0.05
11475,20.6,-16.49,1,0.05
11476,20.86,-13.59,1,0.05
11477,20.18,-18.32,1,0.05
11478,20.08,-19.59,1,0.05
11479,20.2,-17.63,1,0.05
11480,20.6,-16.63,1,0.05
11481,20.28,-17.23,1,0.05
11482,20.34,-15.66,1,0.05
11483,20.62,-14.52,1,0.05
11484,20.52,-16.85,1,0.05
11485,20.44,-12.33,1,0.05
11486,20.66,-14.99,1,0.05
11487,20.42,-17.97,1,0.05
11488,19.72,-14.719999999999999,1,0.05
11489,20.46,-7.5500000000000025,1,0.05
11490,20.21,-17.45,1,0.05
11491,20.92,-12.0,1,0.05
11492,20.28,-18.14,1,0.05
11493,20.7,-13.29,1,0.05
11494,20.26,-18.5,1,0.05
11495,20.26,-16.259999999999998,1,0.05
11496,20.88,-14.620000000000001,1,0.05
11497,20.26,-17.4,1,0.05
11498,21.32,-12.95,1,0.05
11499,21.62,-11.059999999999999,1,0.05
11500,20.38,-12.579999999999998,1,0.05
11501,20.36,-17.63,1,0.05
11502,20.44,-16.95,1,0.05
11503,20.84,-16.53,1,0.05
11504,20.72,-14.829999999999998,1,0.05
11505,20.28,-18.23,1,0.05
11506,20.08,-18.67,1,0.05
11507,20.28,-18.06,1,0.05
11508,20.28,-17.22,1,0.05
11509,20.28,-18.05,1,0.05
11510,20.28,-17.06,1,0.05
11511,19.9,-15.1,1,0.05
11512,20.42,-16.15,1,0.05
11513,20.54,-15.489999999999998,1,0.05
11514,20.58,-15.84,1,0.05
11515,19.66,-13.870000000000001,1,0.05
11516,20.42,-17.84,1,0.05
11517,20.28,-18.05,1,0.05
11518,19.54,-15.73,1,0.05
11519,20.6,-16.4,1,0.05
11520,20.18,-18.26,1,0.05
11521,20.38,-17.03,1,0.05
11522,20.6,-14.2,1,0.05
11523,21.26,-12.95,1,0.05
11524,20.42,-16.73,1,0.05
11525,20.44,-16.28,1,0.05
11526,20.68,-13.52,1,0.05
11527,20.58,-17.46,1,0.05
11528,20.48,-16.55,1,0.05
11529,20.28,-17.1,1,0.05
11530,20.16,-19.09,1,0.05
11531,20.34,-16.16,1,0.05
11532,20.44,-17.39,1,0.05
11533,20.38,-16.93,1,0.05
11534,20.6,-16.32,1,0.05
11535,20.6,-15.0,1,0.05
11536,20.84,-11.96,1,0.05
11537,20.46,-16.34,1,0.05
11538,20.18,-19.09,1,0.05
11539,20.66,-16.45,1,0.05
11540,21.16,-14.39,1,0.05
11541,20.36,-17.65,1,0.05
11542,20.46,-16.52,1,0.05
11543,20.39,-15.32,1,0.05
11544,20.72,-13.48,1,0.05
11545,20.18,-19.09,1,0.05
11546,20.24,-17.73,1,0.05
11547,20.18,-19.09,1,0.05
11548,20.26,-18.42,1,0.05
11549,20.42,-17.68,1,0.05
11550,20.58,-17.51,1,0.05
11551,20.44,-17.0,1,0.05
11552,20.44,-17.22,1,0.05
11553,20.38,-16.94,1,0.05
11554,20.76,-16.31,1,0.05
11555,20.08,-19.5,1,0.05
11556,19.88,-13.74,1,0.05
11557,20.36,-15.57,1,0.05
11558,21.48,-9.399999999999999,1,0.05
11559,20.36,-18.08,1,0.05
11560,20.18,-19.09,1,0.05
11561,20.18,-19.09,1,0.05
11562,20.28,-18.13,1,0.05
11563,20.5,-17.4,1,0.05
11564,20.6,-16.93,1,0.05
11565,20.28,-18.14,1,0.05
11566,20.46,-15.11,1,0.05
11567,20.56,-16.34,1,0.05
11568,20.77,-14.21,1,0.05
11569,20.36,-18.09,1,0.05
11570,21.0,-13.979999999999999,1,0.05
11571,20.34,-17.41,1,0.05
11572,20.18,-19.09,1,0.05
11573,20.52,-15.41,1,0.05
11574,20.44,-15.91,1,0.05
11575,21.62,-14.53,1,0.05
11576,21.2,-12.249999999999998,1,0.05
11577,20.62,-13.95,1,0.05
11578,20.54,-14.46,1,0.05
11579,20.56,-15.32,1,0.05
11580,20.34,-16.82,1,0.05
11581,20.38,-17.11,1,0.05
11582,20.5,-17.75,1,0.05
11583,20.32,-18.34,1,0.05
11584,20.28,-17.95,1,0.05
11585,20.5,-17.15,1,0.05
11586,20.74,-14.14,1,0.05
11587,20.24,-18.46,1,0.05
11588,20.38,-17.02,1,0.05
11589,20.68,-13.27,1,0.05
