episode,cop_reward,thief_reward,captured,epsilon
120,20.03,-16.0,1,0.9412795273104247
121,20.14,-16.76,1,0.9408088875467696
122,21.47,-12.62,1,0.9403384831029963
123,-34.17,44.05,0,0.9398683138614449
124,-34.56,42.4,0,0.9393983797045142
125,-35.62,43.39,0,0.938928680514662
126,-33.93,45.69,0,0.9384592161744048
127,20.11,-18.45,1,0.9379899865663176
128,21.91,-11.4,1,0.9375209915730345
129,-33.1,44.7,0,0.937052231077248
130,20.54,-14.99,1,0.9365837049617094
131,-33.64,40.28,0,0.9361154131092286
132,21.13,-14.790000000000001,1,0.9356473554026741
133,21.55,-13.389999999999999,1,0.9351795317249728
134,20.4,-15.120000000000001,1,0.9347119419591103
135,19.83,-16.3,1,0.9342445859881309
136,-34.31,40.96,0,0.9337774636951368
137,-33.52,42.96,0,0.9333105749632893
138,19.93,-18.03,1,0.9328439196758077
139,20.83,-18.15,1,0.9323774977159699
140,-35.18,42.51,0,0.9319113089671119
141,-32.65,40.87,0,0.9314453533126285
142,-34.23,43.230000000000004,0,0.9309796306359722
143,20.91,-16.96,1,0.9305141408206543
144,22.86,-15.85,1,0.9300488837502441
145,-34.02,44.37,0,0.9295838593083691
146,20.99,-11.63,1,0.929119067378715
147,21.74,-12.47,1,0.9286545078450257
148,21.06,-18.93,1,0.9281901805911033
149,20.87,-15.59,1,0.9277260855008077
150,20.55,-15.91,1,0.9272622224580573
151,20.58,-11.7,1,0.9267985913468284
152,21.74,-13.97,1,0.926335192051155
153,-33.02,39.47,0,0.9258720244551295
154,21.9,-13.59,1,0.925409088442902
155,-35.0,43.14,0,0.9249463838986807
156,20.47,-17.07,1,0.9244839107067314
157,20.18,-19.68,1,0.9240216687513781
158,20.94,-18.59,1,0.9235596579170025
159,19.73,-15.82,1,0.923097878088044
160,20.98,-19.09,1,0.9226363291490001
161,-35.2,43.69,0,0.9221750109844257
162,21.0,-16.77,1,0.9217139234789336
163,19.95,-12.57,1,0.9212530665171942
164,19.98,-17.34,1,0.9207924399839357
165,20.55,-16.6,1,0.9203320437639437
166,21.09,-15.899999999999999,1,0.9198718777420618
167,20.28,-18.07,1,0.9194119418031909
168,20.28,-17.7,1,0.9189522358322894
169,20.03,-18.38,1,0.9184927597143733
170,-33.74,43.199999999999996,0,0.9180335133345161
171,20.42,-17.31,1,0.917574496577849
172,20.47,-13.629999999999999,1,0.9171157093295601
173,-34.69,43.31,0,0.9166571514748953
174,21.23,-15.739999999999998,1,0.916198822899158
175,19.88,-19.03,1,0.9157407234877085
176,23.06,-11.710000000000003,1,0.9152828531259647
177,-33.57,44.58,0,0.9148252116994018
178,20.36,-15.879999999999999,1,0.9143677990935521
179,21.56,-14.02,1,0.9139106151940054
180,20.01,-17.93,1,0.9134536598864085
181,20.51,-13.420000000000002,1,0.9129969330564653
182,20.32,-17.59,1,0.9125404345899372
183,20.01,-19.01,1,0.9120841643726423
184,20.62,-11.47,1,0.911628122290456
185,-34.76,43.76,0,0.9111723082293108
186,-33.69,41.45,0,0.9107167220751963
187,19.6,-16.48,1,0.9102613637141588
188,-32.81,44.55,0,0.9098062330323018
189,19.9,-14.100000000000001,1,0.9093513299157857
190,21.7,-12.8,1,0.9088966542508279
191,-33.43,42.17,0,0.9084422059237025
192,20.66,-16.75,1,0.9079879848207407
193,20.34,-18.57,1,0.9075339908283304
194,23.46,-15.95,1,0.9070802238329163
195,21.14,-16.99,1,0.9066266837209999
196,21.74,-16.96,1,0.9061733703791394
197,20.16,-18.87,1,0.9057202836939499
198,-35.55,42.18,0,0.9052674235521029
199,21.08,-14.490000000000002,1,0.9048147898403269
200,-34.8,42.55,0,0.9043623824454068
201,20.08,-19.87,1,0.9039102012541841
202,22.15,-13.39,1,0.9034582461535571
203,22.65,-13.969999999999999,1,0.9030065170304803
204,-33.11,42.92,0,0.9025550137719651
205,22.03,-12.879999999999999,1,0.9021037362650792
206,19.8,-16.83,1,0.9016526843969468
207,20.86,-18.259999999999998,1,0.9012018580547484
208,20.72,-18.18,1,0.900751257125721
209,20.32,-18.97,1,0.9003008814971583
210,20.06,-19.28,1,0.8998507310564098
211,19.83,-15.27,1,0.8994008056908817
212,-34.97,44.19,0,0.8989511052880362
213,21.16,-17.55,1,0.8985016297353923
214,20.78,-17.77,1,0.8980523789205246
215,21.87,-13.530000000000001,1,0.8976033527310644
216,20.4,-14.879999999999999,1,0.8971545510546989
217,20.05,-18.14,1,0.8967059737791716
218,20.34,-18.02,1,0.8962576207922821
219,-32.8,44.15,0,0.895809491981886
220,19.78,-14.309999999999999,1,0.8953615872358951
221,19.94,-14.27,1,0.8949139064422772
222,-30.96,46.71,0,0.8944664494890561
223,19.94,-16.97,1,0.8940192162643116
224,21.62,-14.239999999999998,1,0.8935722066561794
225,20.25,-16.0,1,0.8931254205528514
226,-34.71,43.120000000000005,0,0.8926788578425751
227,20.18,-19.08,1,0.8922325184136538
228,-31.490000000000002,42.31,0,0.891786402154447
229,20.11,-17.35,1,0.8913405089533699
230,19.75,-19.08,1,0.8908948386988933
231,-34.62,43.76,0,0.8904493912795439
232,20.18,-19.08,1,0.8900041665839042
233,21.12,-16.94,1,0.8895591645006123
234,20.32,-17.86,1,0.889114384918362
235,20.26,-16.38,1,0.8886698277259029
236,20.45,-16.06,1,0.88822549281204
237,21.24,-15.94,1,0.887781380065634
238,20.34,-16.94,1,0.8873374893756012
239,-35.11,44.08,0,0.8868938206309135
240,21.81,-15.739999999999998,1,0.8864503737205981
241,20.71,-13.740000000000002,1,0.8860071485337379
242,-33.13,41.94,0,0.885564144959471
243,19.79,-15.190000000000001,1,0.8851213628869913
244,20.08,-19.5,1,0.8846788022055478
245,-33.89,38.43,0,0.8842364628044451
246,20.49,-18.6,1,0.883794344573043
247,-34.95,45.09,0,0.8833524474007565
248,21.67,-12.889999999999999,1,0.8829107711770562
249,-34.45,44.269999999999996,0,0.8824693157914677
250,20.01,-17.22,1,0.882028081133572
251,-35.19,42.28,0,0.8815870670930053
252,21.66,-14.46,1,0.8811462735594588
253,20.01,-18.53,1,0.8807057004226791
254,-34.45,44.65,0,0.8802653475724679
255,21.04,-11.940000000000001,1,0.8798252148986817
256,-35.52,45.370000000000005,0,0.8793853022912325
257,20.35,-15.12,1,0.8789456096400869
258,-32.3,41.74,0,0.8785061368352669
259,20.68,-16.24,1,0.8780668837668493
260,21.06,-19.36,1,0.8776278503249659
261,19.87,-14.23,1,0.8771890363998035
262,20.1,-18.5,1,0.8767504418816037
263,-34.68,43.44,0,0.876312066660663
264,20.5,-16.73,1,0.8758739106273327
265,20.08,-19.5,1,0.8754359736720191
266,23.7,-12.530000000000001,1,0.8749982556851831
267,20.44,-8.910000000000002,1,0.8745607565573406
268,20.52,-16.64,1,0.8741234761790619
269,22.0,-13.25,1,0.8736864144409725
270,21.32,-16.83,1,0.873249571233752
271,20.24,-18.8,1,0.8728129464481352
272,21.16,-15.34,1,0.8723765399749112
273,20.74,-14.93,1,0.8719403517049238
274,20.14,-16.98,1,0.8715043815290714
275,21.08,-15.49,1,0.8710686293383069
276,-32.2,44.2,0,0.8706330950236377
277,20.28,-15.91,1,0.870197778476126
278,19.95,-14.170000000000002,1,0.869762679586888
279,21.43,-17.0,1,0.8693277982470946
280,-32.89,43.4,0,0.8688931343479711
281,-35.25,42.96,0,0.8684586877807972
282,-35.1,44.36,0,0.8680244584369068
283,20.63,-13.98,1,0.8675904462076884
284,-33.3,42.3,0,0.8671566509845846
285,-35.59,42.88,0,0.8667230726590923
286,20.02,-17.66,1,0.8662897111227629
287,21.009999999999998,-16.85,1,0.8658565662672015
288,-33.61,43.75,0,0.865423637984068
289,-33.38,43.56,0,0.864990926165076
290,20.06,-10.740000000000002,1,0.8645584307019936
291,21.29,-10.36,1,0.8641261514866426
292,20.11,-18.740000000000002,1,0.8636940884108993
293,20.1,-18.9,1,0.8632622413666939
294,22.03,-12.68,1,0.8628306102460106
295,20.48,-17.83,1,0.8623991949408877
296,20.34,-17.46,1,0.8619679953434173
297,23.37,-13.32,1,0.8615370113457457
298,20.08,-17.81,1,0.8611062428400729
299,-33.589999999999996,41.4,0,0.8606756897186528
300,20.0,-19.02,1,0.8602453518737936
301,21.11,-15.239999999999998,1,0.8598152291978567
302,-32.49,40.55,0,0.8593853215832578
303,21.2,-13.95,1,0.8589556289224661
304,20.3,-15.33,1,0.8585261511080049
305,-34.03,42.47,0,0.858096888032451
306,20.56,-16.11,1,0.8576678395884348
307,-35.24,44.04,0,0.8572390056686406
308,20.96,-19.12,1,0.8568103861658064
309,21.02,-15.96,1,0.8563819809727236
310,20.13,-13.89,1,0.8559537899822373
311,21.03,-13.739999999999998,1,0.8555258130872462
312,-35.08,44.03,0,0.8550980501807026
313,20.5,-18.75,1,0.8546705011556123
314,21.21,-16.61,1,0.8542431659050345
315,21.51,-13.280000000000001,1,0.853816044322082
316,19.95,-16.73,1,0.8533891362999211
317,20.6,-16.67,1,0.8529624417317712
318,21.08,-19.49,1,0.8525359605109053
319,20.51,-18.39,1,0.8521096925306499
320,-34.8,43.17,0,0.8516836376843847
321,20.83,-15.38,1,0.8512577958655425
322,20.31,-16.169999999999998,1,0.8508321669676098
323,21.26,-16.17,1,0.850406750884126
324,19.71,-10.780000000000001,1,0.8499815475086839
325,20.42,-16.74,1,0.8495565567349297
326,21.73,-12.93,1,0.8491317784565623
327,21.86,-15.879999999999999,1,0.8487072125673341
328,-34.88,44.34,0,0.8482828589610505
329,21.54,-12.639999999999999,1,0.84785871753157
330,19.9,-19.54,1,0.8474347881728043
331,21.22,-9.820000000000002,1,0.847011070778718
332,-34.46,41.89,0,0.8465875652433287
333,19.94,-15.91,1,0.846164271460707
334,20.36,-14.66,1,0.8457411893249768
335,20.26,-18.91,1,0.8453183187303144
336,21.67,-10.61,1,0.8448956595709493
337,21.06,-19.69,1,0.8444732117411639
338,19.71,-17.1,1,0.8440509751352934
339,19.96,-19.17,1,0.8436289496477257
340,20.22,-17.37,1,0.8432071351729019
341,20.08,-19.36,1,0.8427855316053156
342,19.68,-16.84,1,0.8423641388395129
343,20.05,-13.610000000000001,1,0.8419429567700932
344,20.0,-16.81,1,0.8415219852917082
345,20.71,-11.350000000000001,1,0.8411012242990624
346,21.8,-19.44,1,0.8406806736869129
347,-32.48,44.019999999999996,0,0.8402603333500694
348,20.58,-14.18,1,0.8398402031833945
349,19.95,-19.0,1,0.8394202830818028
350,20.24,-20.7,1,0.839000572940262
351,20.77,-15.02,1,0.8385810726537919
352,20.4,-18.89,1,0.8381617821174651
353,20.44,-13.940000000000001,1,0.8377427012264064
354,19.75,-14.66,1,0.8373238298757932
355,20.24,-17.41,1,0.8369051679608553
356,19.83,-18.28,1,0.8364867153768749
357,21.61,-15.12,1,0.8360684720191865
358,21.16,-16.68,1,0.835650437783177
359,20.48,-18.04,1,0.8352326125642855
360,20.53,-15.5,1,0.8348149962580034
361,19.62,-16.53,1,0.8343975887598745
362,20.16,-19.41,1,0.8339803899654946
363,20.27,-15.42,1,0.833563399770512
364,19.77,-18.54,1,0.8331466180706267
365,20.06,-15.68,1,0.8327300447615915
366,20.24,-17.89,1,0.8323136797392108
367,20.24,-15.919999999999998,1,0.8318975228993413
368,19.71,-16.04,1,0.8314815741378917
369,21.29,-14.01,1,0.8310658333508228
370,20.88,-18.91,1,0.8306503004341474
371,21.07,-17.7,1,0.8302349752839304
372,19.98,-16.54,1,0.8298198577962885
373,20.01,-16.13,1,0.8294049478673904
374,-33.97,42.41,0,0.8289902453934568
375,20.05,-15.25,1,0.8285757502707601
376,19.55,-15.62,1,0.8281614623956248
377,20.11,-13.63,1,0.8277473816644271
378,20.36,-16.439999999999998,1,0.827333507973595
379,20.17,-17.82,1,0.8269198412196082
380,19.98,-19.78,1,0.8265063812989984
381,20.91,-19.01,1,0.826093128108349
382,20.1,-12.5,1,0.8256800815442948
383,-32.44,43.31,0,0.8252672415035227
384,20.18,-19.0,1,0.824854607882771
385,20.34,-18.08,1,0.8244421805788297
386,21.0,-12.68,1,0.8240299594885403
387,20.18,-19.08,1,0.8236179445087961
388,-33.98,40.08,0,0.8232061355365418
389,20.62,-13.51,1,0.8227945324687735
390,19.63,-11.459999999999999,1,0.8223831352025393
391,-34.3,43.98,0,0.821971943634938
392,20.19,-17.990000000000002,1,0.8215609576631205
393,-33.3,42.47,0,0.8211501771842891
394,22.22,-11.819999999999999,1,0.820739602095697
395,20.47,-14.469999999999999,1,0.8203292322946492
396,21.8,-18.95,1,0.8199190676785019
397,22.14,-16.17,1,0.8195091081446627
398,19.98,-19.03,1,0.8190993535905904
399,-33.68,45.75,0,0.8186898039137951
400,20.31,-13.379999999999999,1,0.8182804590118382
401,-31.990000000000002,43.39,0,0.8178713187823323
402,20.58,-17.59,1,0.8174623831229412
403,21.4,-10.259999999999998,1,0.8170536519313798
404,19.29,-15.26,1,0.8166451251054142
405,-34.01,41.46,0,0.8162368025428616
406,20.92,-15.23,1,0.8158286841415902
407,20.67,-16.74,1,0.8154207697995194
408,20.26,-19.03,1,0.8150130594146197
409,19.85,-16.07,1,0.8146055528849124
410,-32.42,44.49,0,0.81419825010847
411,-33.95,42.51,0,0.8137911509834158
412,20.86,-12.75,1,0.8133842554079241
413,20.85,-17.75,1,0.8129775632802202
414,20.4,-17.8,1,0.8125710744985801
415,-31.92,40.37,0,0.8121647889613309
416,20.16,-17.11,1,0.8117587065668503
417,21.2,-14.2,1,0.8113528272135669
418,19.69,-17.2,1,0.8109471507999602
419,19.98,-18.45,1,0.8105416772245603
420,20.77,-14.120000000000001,1,0.8101364063859481
421,21.02,-15.44,1,0.8097313381827551
422,20.31,-15.05,1,0.8093264725136637
423,-30.65,45.19,0,0.808921809277407
424,20.11,-17.5,1,0.8085173483727683
425,20.23,-15.78,1,0.808113089698582
426,20.16,-12.439999999999998,1,0.8077090331537328
427,19.95,-16.71,1,0.8073051786371559
428,-33.88,43.91,0,0.8069015260478374
429,20.16,-10.400000000000002,1,0.8064980752848135
430,20.42,-17.77,1,0.8060948262471712
431,20.26,-19.03,1,0.8056917788340476
432,20.03,-19.03,1,0.8052889329446307
433,20.61,-17.83,1,0.8048862884781584
434,-33.13,45.35,0,0.8044838453339194
435,19.76,-15.25,1,0.8040816034112525
436,21.89,-15.36,1,0.8036795626095469
437,19.76,-14.029999999999998,1,0.8032777228282422
438,20.36,-17.02,1,0.8028760839668281
439,-34.53,42.22,0,0.8024746459248447
440,-33.87,47.06,0,0.8020734086018824
441,20.18,-19.09,1,0.8016723718975814
442,-34.55,43.92,0,0.8012715357116327
443,20.39,-14.4,1,0.8008708999437769
444,19.98,-18.0,1,0.8004704644938051
445,-31.41,44.540000000000006,0,0.8000702292615582
446,20.59,-13.629999999999999,1,0.7996701941469275
447,-33.11,44.25,0,0.7992703590498541
448,22.16,-13.44,1,0.7988707238703292
449,21.53,-15.2,1,0.7984712885083941
450,19.64,-12.71,1,0.79807205286414
451,21.14,-16.43,1,0.797673016837708
452,21.22,-17.79,1,0.7972741803292892
453,21.71,-14.48,1,0.7968755432391246
454,22.02,-13.71,1,0.796477105467505
455,20.24,-18.04,1,0.7960788669147714
456,20.03,-18.42,1,0.7956808274813141
457,-33.27,40.82,0,0.7952829870675735
458,20.36,-18.06,1,0.7948853455740398
459,20.28,-18.31,1,0.7944879029012528
460,20.26,-19.41,1,0.7940906589498022
461,20.6,-16.91,1,0.7936936136203274
462,20.5,-17.68,1,0.7932967668135174
463,20.31,-10.719999999999999,1,0.7929001184301107
464,20.85,-11.989999999999998,1,0.7925036683708957
465,-35.03,47.29,0,0.7921074165367102
466,19.81,-16.88,1,0.7917113628284419
467,20.26,-15.11,1,0.7913155071470277
468,20.18,-18.67,1,0.7909198493934543
469,22.32,-15.060000000000002,1,0.7905243894687576
470,20.4,-13.86,1,0.7901291272740233
471,-35.07,41.61,0,0.7897340627103864
472,20.18,-19.0,1,0.7893391956790312
473,20.42,-17.740000000000002,1,0.7889445260811917
474,20.5,-15.41,1,0.7885500538181511
475,21.06,-14.709999999999999,1,0.7881557787912421
476,20.93,-17.61,1,0.7877617009018465
477,21.94,-15.23,1,0.7873678200513956
478,19.85,-15.5,1,0.7869741361413699
479,19.85,-18.5,1,0.7865806490732993
480,20.09,-17.84,1,0.7861873587487627
481,20.93,-18.48,1,0.7857942650693883
482,19.75,-19.47,1,0.7854013679368537
483,20.25,-16.66,1,0.7850086672528853
484,-35.09,42.05,0,0.784616162919259
485,-34.7,41.3,0,0.7842238548377993
486,20.32,-13.529999999999998,1,0.7838317429103805
487,20.02,-17.32,1,0.7834398270389253
488,20.93,-17.64,1,0.783048107125406
489,22.38,-13.100000000000001,1,0.7826565830718433
490,19.92,-17.59,1,0.7822652547803074
491,21.37,-10.41,1,0.7818741221529173
492,20.55,-14.509999999999998,1,0.7814831850918409
493,-34.82,42.3,0,0.781092443499295
494,20.18,-17.240000000000002,1,0.7807018972775454
495,21.25,-13.53,1,0.7803115463289066
496,20.44,-16.86,1,0.7799213905557423
497,21.94,-14.100000000000001,1,0.7795314298604644
498,20.78,-17.37,1,0.7791416641455342
499,20.18,-19.09,1,0.7787520933134615
500,20.19,-15.04,1,0.7783627172668048
501,20.03,-18.03,1,0.7779735359081715
502,-33.77,45.17,0,0.7775845491402175
503,20.57,-16.45,1,0.7771957568656473
504,20.32,-17.55,1,0.7768071589872145
505,20.05,-10.950000000000001,1,0.776418755407721
506,21.04,-17.42,1,0.7760305460300172
507,-34.36,42.57,0,0.7756425307570022
508,19.98,-17.83,1,0.7752547094916237
509,20.88,-19.4,1,0.7748670821368779
510,21.24,-12.38,1,0.7744796485958095
511,19.89,-13.21,1,0.7740924087715116
512,21.32,-15.42,1,0.773705362567126
513,20.9,-17.16,1,0.7733185098858425
514,19.75,-19.31,1,0.7729318506308996
515,20.1,-17.44,1,0.7725453847055842
516,20.08,-19.45,1,0.7721591120132315
517,22.009999999999998,-11.940000000000001,1,0.771773032457225
518,20.12,-14.17,1,0.7713871459409963
519,-34.04,42.49,0,0.7710014523680259
520,23.35,-16.03,1,0.7706159516418419
521,20.08,-19.54,1,0.770230643666021
522,21.23,-16.81,1,0.7698455283441881
523,20.35,-17.68,1,0.769460605580016
524,20.36,-12.67,1,0.7690758752772261
525,20.34,-19.39,1,0.7686913373395875
526,20.73,-17.29,1,0.7683069916709178
527,19.9,-19.03,1,0.7679228381750823
528,23.12,-13.8,1,0.7675388767559949
529,20.26,-18.64,1,0.7671551073176169
530,20.97,-11.06,1,0.7667715297639581
531,20.12,-17.11,1,0.7663881439990762
532,19.59,-14.27,1,0.7660049499270767
533,-32.1,45.33,0,0.7656219474521132
534,-34.52,41.92,0,0.7652391364783871
535,20.9,-19.35,1,0.764856516910148
536,20.07,-14.95,1,0.764474088651693
537,-33.19,42.29,0,0.7640918516073671
538,22.15,-13.06,1,0.7637098056815635
539,20.18,-18.33,1,0.7633279507787228
540,19.76,-14.56,1,0.7629462868033335
541,21.08,-19.18,1,0.7625648136599319
542,20.34,-16.72,1,0.762183531253102
543,20.16,-19.37,1,0.7618024394874755
544,22.759999999999998,-11.309999999999997,1,0.7614215382677318
545,20.62,-14.63,1,0.761040827498598
546,21.3,-16.32,1,0.7606603070848488
547,20.96,-18.28,1,0.7602799769313064
548,20.9,-17.9,1,0.7598998369428408
549,-35.18,44.1,0,0.7595198870243695
550,20.18,-18.490000000000002,1,0.7591401270808573
551,21.25,-11.94,1,0.7587605570173169
552,19.87,-18.58,1,0.7583811767388083
553,20.11,-17.56,1,0.758001986150439
554,21.75,-11.66,1,0.7576229851573638
555,21.01,-17.73,1,0.7572441736647851
556,20.02,-17.71,1,0.7568655515779528
557,21.13,-14.92,1,0.7564871188021638
558,20.05,-16.38,1,0.7561088752427627
559,19.34,-14.620000000000001,1,0.7557308208051414
560,20.08,-19.09,1,0.7553529553947389
561,19.99,-17.58,1,0.7549752789170415
562,-33.6,43.06,0,0.7545977912775831
563,21.78,-18.25,1,0.7542204923819443
564,20.18,-17.07,1,0.7538433821357534
565,20.05,-15.23,1,0.7534664604446856
566,20.34,-16.41,1,0.7530897272144633
567,20.53,-13.64,1,0.7527131823508562
568,20.04,-12.73,1,0.7523368257596807
569,21.43,-15.64,1,0.751960657346801
570,22.06,-16.509999999999998,1,0.7515846770181276
571,20.16,-17.12,1,0.7512088846796185
572,21.24,-16.85,1,0.7508332802372788
573,20.32,-13.07,1,0.7504578635971602
574,19.95,-10.579999999999998,1,0.7500826346653616
575,20.29,-16.05,1,0.7497075933480289
576,-35.23,45.25,0,0.7493327395513549
577,20.18,-18.09,1,0.7489580731815793
578,23.16,-13.44,1,0.7485835941449885
579,19.8,-17.35,1,0.748209302347916
580,24.43,-17.0,1,0.7478351976967421
581,21.96,-16.2,1,0.7474612800978938
582,20.01,-15.370000000000001,1,0.747087549457845
583,20.16,-19.18,1,0.7467140056831161
584,20.16,-18.66,1,0.7463406486802746
585,21.65,-13.560000000000002,1,0.7459674783559345
586,21.22,-14.58,1,0.7455944946167565
587,20.85,-12.95,1,0.7452216973694482
588,-34.48,43.69,0,0.7448490865207635
589,-35.92,42.86,0,0.7444766619775032
590,20.04,-14.95,1,0.7441044236465144
591,20.95,-17.8,1,0.7437323714346912
592,20.03,-14.99,1,0.7433605052489739
593,20.08,-17.13,1,0.7429888249963494
594,-33.27,44.77,0,0.7426173305838513
595,20.18,-17.990000000000002,1,0.7422460219185594
596,20.7,-14.43,1,0.7418748989076002
597,21.24,-16.03,1,0.7415039614581465
598,21.16,-18.8,1,0.7411332094774175
599,19.96,-16.5,1,0.7407626428726788
600,-33.98,44.129999999999995,0,0.7403922615512425
601,20.3,-16.86,1,0.7400220654204669
602,20.28,-14.719999999999999,1,0.7396520543877567
603,-33.55,41.93,0,0.7392822283605629
604,19.57,-18.14,1,0.7389125872463826
605,20.01,-17.29,1,0.7385431309527595
606,-33.87,46.57,0,0.7381738593872831
607,20.65,-18.37,1,0.7378047724575895
608,-33.17,46.79,0,0.7374358700713607
609,20.26,-17.67,1,0.737067152136325
610,20.28,-17.88,1,0.7366986185602569
611,20.54,-15.719999999999999,1,0.7363302692509768
612,21.44,-16.07,1,0.7359621041163513
613,20.18,-19.68,1,0.7355941230642932
614,-36.01,43.44,0,0.735226326002761
615,21.06,-15.24,1,0.7348587128397597
616,19.77,-15.61,1,0.7344912834833398
617,20.6,-12.16,1,0.7341240378415982
